Measure_seaMeanlevel,date,Value_seaMeanlevel
Caribbean Sea,2011-02-09,-28.23
Gulf Mexico,2011-02-09,-89.42
Indian Ocean,2011-02-09,46.75
Indonesian,2011-02-09,196.97
Mediterranean,2011-02-09,-45.02
Nino,2011-02-09,27.54
North Atlantic,2011-02-09,-34.48
North Pacific,2011-02-09,-23.83
North Sea,2011-02-09,25.6
Pacific Ocean,2011-02-09,10.61
Persian Gulf,2011-02-09,-17.26
Sea Okhotsk,2011-02-09,-31.94
Southern Ocean,2011-02-09,60.33
Tropics,2011-02-09,15.79
World,2011-02-09,21.13
Yellow Sea,2011-02-09,-98.92
Baltic Sea,2011-02-13,218.56
Bay Bengal,2011-02-13,44.14
North Sea,2011-02-13,-87.04
Persian Gulf,2011-02-13,-38.3
Sea Okhotsk,2011-02-13,-35.81
Andaman Sea,2011-02-14,6.31
Arabian Sea,2011-02-14,33.94
Atlantic Ocean,2011-02-14,25.51
Bering Sea,2011-02-14,-10.32
Caribbean Sea,2011-02-14,-12.59
Gulf Mexico,2011-02-14,-69.09
Indian Ocean,2011-02-14,37.76
Indonesian,2011-02-14,187.17
Mediterranean,2011-02-14,-67.91
Nino,2011-02-14,26.31
North Atlantic,2011-02-14,-29.88
North Pacific,2011-02-14,-16.32
Pacific Ocean,2011-02-14,9.88
Sea Japan,2011-02-14,-49.2
South China,2011-02-14,38.01
Southern Ocean,2011-02-14,55.52
Tropics,2011-02-14,14.85
World,2011-02-14,19.93
Yellow Sea,2011-02-14,-93.42
Adriatic Sea,2011-02-15,-19.69
Adriatic Sea,2011-02-18,13.19
Baltic Sea,2011-02-18,121.84
Mediterranean,2011-02-18,-11.22
Sea Japan,2011-02-18,-88.61
Sea Okhotsk,2011-02-18,-36.94
South China,2011-02-18,79.65
Andaman Sea,2011-02-19,12.55
Arabian Sea,2011-02-19,15.14
Atlantic Ocean,2011-02-19,29.8
Bay Bengal,2011-02-19,24.6
Bering Sea,2011-02-19,2.46
Caribbean Sea,2011-02-19,-7.83
Gulf Mexico,2011-02-19,-70.42
Indian Ocean,2011-02-19,37.95
Indonesian,2011-02-19,189.67
Nino,2011-02-19,34.24
North Atlantic,2011-02-19,-29.48
North Pacific,2011-02-19,-23.93
Pacific Ocean,2011-02-19,8.31
Persian Gulf,2011-02-19,31.84
Southern Ocean,2011-02-19,52.63
Tropics,2011-02-19,19.19
World,2011-02-19,21.13
Yellow Sea,2011-02-19,-78.92
Andaman Sea,2011-02-23,-42.89
Baltic Sea,2011-02-23,-20.04
Bay Bengal,2011-02-23,63.54
North Sea,2011-02-23,-96.74
Persian Gulf,2011-02-23,12.1
Sea Okhotsk,2011-02-23,-26.01
Arabian Sea,2011-02-24,26.24
Atlantic Ocean,2011-02-24,29.11
Bering Sea,2011-02-24,14.58
Caribbean Sea,2011-02-24,-15.69
Gulf Mexico,2011-02-24,-63.69
Indian Ocean,2011-02-24,31.86
Indonesian,2011-02-24,199.97
Mediterranean,2011-02-24,12.79
Nino,2011-02-24,30.21
North Atlantic,2011-02-24,-29.38
North Pacific,2011-02-24,-28.02
Pacific Ocean,2011-02-24,8.88
Sea Japan,2011-02-24,-69.8
South China,2011-02-24,43.01
Southern Ocean,2011-02-24,51.62
Tropics,2011-02-24,18.55
World,2011-02-24,20.13
Yellow Sea,2011-02-24,-60.12
Adriatic Sea,2011-02-25,65.91
Adriatic Sea,2011-02-28,76.79
Arabian Sea,2011-02-28,38.04
Bay Bengal,2011-02-28,48.2
Gulf Mexico,2011-02-28,-32.22
Indonesian,2011-02-28,194.47
Mediterranean,2011-02-28,32.98
Sea Japan,2011-02-28,-87.61
South China,2011-02-28,51.65
Andaman Sea,2011-03-01,-30.65
Atlantic Ocean,2011-03-01,25.9
Bering Sea,2011-03-01,19.76
Caribbean Sea,2011-03-01,-12.53
Indian Ocean,2011-03-01,37.85
Nino,2011-03-01,34.94
North Atlantic,2011-03-01,-29.48
North Pacific,2011-03-01,-32.03
North Sea,2011-03-01,3.8
Pacific Ocean,2011-03-01,7.71
Persian Gulf,2011-03-01,31.24
Sea Okhotsk,2011-03-01,-13.74
Southern Ocean,2011-03-01,48.93
Tropics,2011-03-01,21.19
World,2011-03-01,20.83
Yellow Sea,2011-03-01,-83.92
Andaman Sea,2011-03-05,-19.29
Mediterranean,2011-03-05,-48.91
North Sea,2011-03-05,-4.94
Persian Gulf,2011-03-05,1.5
Sea Japan,2011-03-05,-84.8
Sea Okhotsk,2011-03-05,-27.41
Arabian Sea,2011-03-06,56.84
Atlantic Ocean,2011-03-06,24.71
Bay Bengal,2011-03-06,75.54
Bering Sea,2011-03-06,0.08
Caribbean Sea,2011-03-06,-8.49
Gulf Mexico,2011-03-06,-42.99
Indian Ocean,2011-03-06,43.66
Indonesian,2011-03-06,204.77
Nino,2011-03-06,36.31
North Atlantic,2011-03-06,-35.88
North Pacific,2011-03-06,-37.42
Pacific Ocean,2011-03-06,7.08
South China,2011-03-06,52.21
Southern Ocean,2011-03-06,52.22
Tropics,2011-03-06,21.75
World,2011-03-06,20.33
Adriatic Sea,2011-03-07,-37.89
Adriatic Sea,2011-03-10,-48.91
Andaman Sea,2011-03-10,-10.55
Arabian Sea,2011-03-10,58.84
Bay Bengal,2011-03-10,59.3
Bering Sea,2011-03-10,-6.94
Gulf Mexico,2011-03-10,-34.92
Indonesian,2011-03-10,187.47
Mediterranean,2011-03-10,-85.12
Persian Gulf,2011-03-10,27.64
Sea Japan,2011-03-10,-86.51
Sea Okhotsk,2011-03-10,-23.74
South China,2011-03-10,62.75
Atlantic Ocean,2011-03-11,17.3
Caribbean Sea,2011-03-11,-3.43
Indian Ocean,2011-03-11,45.75
Nino,2011-03-11,36.84
North Atlantic,2011-03-11,-38.78
North Pacific,2011-03-11,-27.93
North Sea,2011-03-11,-59.4
Pacific Ocean,2011-03-11,8.61
Southern Ocean,2011-03-11,48.13
Tropics,2011-03-11,22.29
World,2011-03-11,19.43
Andaman Sea,2011-03-15,-26.59
Baltic Sea,2011-03-15,-96.14
Gulf Mexico,2011-03-15,-49.39
Indian Ocean,2011-03-15,49.66
Mediterranean,2011-03-15,-95.51
North Sea,2011-03-15,-82.94
Persian Gulf,2011-03-15,-10.5
Sea Japan,2011-03-15,-94.0
Sea Okhotsk,2011-03-15,-24.81
South China,2011-03-15,47.91
Arabian Sea,2011-03-16,65.54
Atlantic Ocean,2011-03-16,13.31
Bay Bengal,2011-03-16,68.84
Bering Sea,2011-03-16,-6.22
Caribbean Sea,2011-03-16,-26.69
Indonesian,2011-03-16,183.97
Nino,2011-03-16,34.41
North Atlantic,2011-03-16,-58.08
North Pacific,2011-03-16,-24.42
Pacific Ocean,2011-03-16,12.68
Southern Ocean,2011-03-16,55.72
Tropics,2011-03-16,20.65
World,2011-03-16,20.03
Adriatic Sea,2011-03-17,-38.79
Adriatic Sea,2011-03-20,-29.01
Arabian Sea,2011-03-20,61.54
Bay Bengal,2011-03-20,51.3
Gulf Mexico,2011-03-20,-61.02
Indian Ocean,2011-03-20,45.35
Indonesian,2011-03-20,167.47
Mediterranean,2011-03-20,-73.22
Nino,2011-03-20,33.54
Pacific Ocean,2011-03-20,12.11
Persian Gulf,2011-03-20,7.34
Sea Okhotsk,2011-03-20,-25.94
South China,2011-03-20,59.35
Southern Ocean,2011-03-20,53.13
Tropics,2011-03-20,18.89
World,2011-03-20,18.23
Andaman Sea,2011-03-21,-30.65
Atlantic Ocean,2011-03-21,9.5
Baltic Sea,2011-03-21,-93.46
Bering Sea,2011-03-21,1.06
Caribbean Sea,2011-03-21,-28.63
North Atlantic,2011-03-21,-63.78
North Pacific,2011-03-21,-25.03
North Sea,2011-03-21,-21.2
Andaman Sea,2011-03-25,14.41
Arabian Sea,2011-03-25,75.64
Baltic Sea,2011-03-25,-57.54
Bering Sea,2011-03-25,3.08
Gulf Mexico,2011-03-25,-52.89
Indian Ocean,2011-03-25,40.96
Mediterranean,2011-03-25,-98.51
Nino,2011-03-25,35.61
North Pacific,2011-03-25,-27.22
North Sea,2011-03-25,-8.34
Pacific Ocean,2011-03-25,9.98
Persian Gulf,2011-03-25,-5.0
Sea Japan,2011-03-25,-93.9
Sea Okhotsk,2011-03-25,-2.91
South China,2011-03-25,62.51
Southern Ocean,2011-03-25,48.02
Tropics,2011-03-25,21.15
World,2011-03-25,17.63
Adriatic Sea,2011-03-26,-51.69
Atlantic Ocean,2011-03-26,12.31
Bay Bengal,2011-03-26,68.34
Caribbean Sea,2011-03-26,-39.19
Indonesian,2011-03-26,194.17
North Atlantic,2011-03-26,-62.18
Adriatic Sea,2011-03-28,-95.81
Andaman Sea,2011-03-30,-14.15
Arabian Sea,2011-03-30,51.84
Baltic Sea,2011-03-30,-32.86
Bay Bengal,2011-03-30,40.0
Gulf Mexico,2011-03-30,-81.52
Indian Ocean,2011-03-30,34.15
Indonesian,2011-03-30,177.07
Nino,2011-03-30,41.14
Pacific Ocean,2011-03-30,13.41
Persian Gulf,2011-03-30,-22.26
South China,2011-03-30,99.15
Southern Ocean,2011-03-30,45.43
Tropics,2011-03-30,24.89
World,2011-03-30,18.73
Atlantic Ocean,2011-03-31,15.6
Bering Sea,2011-03-31,-6.24
Caribbean Sea,2011-03-31,-25.53
North Atlantic,2011-03-31,-63.98
North Pacific,2011-03-31,-27.93
North Sea,2011-03-31,-5.5
Sea Okhotsk,2011-03-31,-1.94
Andaman Sea,2011-04-04,0.31
Arabian Sea,2011-04-04,56.24
Atlantic Ocean,2011-04-04,16.51
Baltic Sea,2011-04-04,-13.54
Bay Bengal,2011-04-04,46.64
Bering Sea,2011-04-04,-13.82
Gulf Mexico,2011-04-04,-57.59
Indian Ocean,2011-04-04,30.86
Indonesian,2011-04-04,196.07
Nino,2011-04-04,38.81
North Pacific,2011-04-04,-19.82
North Sea,2011-04-04,-6.44
Pacific Ocean,2011-04-04,16.48
Persian Gulf,2011-04-04,-36.9
Sea Okhotsk,2011-04-04,2.99
South China,2011-04-04,41.91
Southern Ocean,2011-04-04,46.22
Tropics,2011-04-04,24.15
World,2011-04-04,19.23
Adriatic Sea,2011-04-05,-71.59
Caribbean Sea,2011-04-05,-17.99
North Atlantic,2011-04-05,-60.18
Persian Gulf,2011-04-07,-36.16
Adriatic Sea,2011-04-08,-93.81
Baltic Sea,2011-04-08,64.04
Andaman Sea,2011-04-09,38.25
Arabian Sea,2011-04-09,59.34
Atlantic Ocean,2011-04-09,21.3
Bay Bengal,2011-04-09,47.3
Bering Sea,2011-04-09,-22.64
Caribbean Sea,2011-04-09,-11.83
Gulf Mexico,2011-04-09,-58.12
Indian Ocean,2011-04-09,35.75
Indonesian,2011-04-09,178.37
Nino,2011-04-09,42.04
North Atlantic,2011-04-09,-50.68
North Pacific,2011-04-09,-27.03
Pacific Ocean,2011-04-09,10.51
South China,2011-04-09,25.85
Southern Ocean,2011-04-09,46.83
Tropics,2011-04-09,22.59
World,2011-04-09,18.63
North Sea,2011-04-10,68.1
Sea Okhotsk,2011-04-10,-0.04
Baltic Sea,2011-04-13,154.26
Andaman Sea,2011-04-14,24.11
Arabian Sea,2011-04-14,74.84
Atlantic Ocean,2011-04-14,17.41
Bay Bengal,2011-04-14,60.14
Bering Sea,2011-04-14,-16.72
Gulf Mexico,2011-04-14,-43.39
Indian Ocean,2011-04-14,37.86
Indonesian,2011-04-14,163.07
Mediterranean,2011-04-14,-96.61
Nino,2011-04-14,32.81
North Atlantic,2011-04-14,-47.88
North Pacific,2011-04-14,-29.92
North Sea,2011-04-14,30.06
Pacific Ocean,2011-04-14,13.38
Persian Gulf,2011-04-14,-29.3
Sea Japan,2011-04-14,-93.9
Sea Okhotsk,2011-04-14,-14.31
South China,2011-04-14,0.61
Southern Ocean,2011-04-14,54.22
Tropics,2011-04-14,20.05
World,2011-04-14,19.33
Adriatic Sea,2011-04-15,-77.19
Caribbean Sea,2011-04-15,-0.09
Adriatic Sea,2011-04-18,-53.61
Andaman Sea,2011-04-19,5.65
Arabian Sea,2011-04-19,81.24
Atlantic Ocean,2011-04-19,9.1
Baltic Sea,2011-04-19,152.04
Bay Bengal,2011-04-19,76.3
Caribbean Sea,2011-04-19,-6.63
Gulf Mexico,2011-04-19,-45.02
Indian Ocean,2011-04-19,42.65
Indonesian,2011-04-19,144.67
Mediterranean,2011-04-19,-70.42
Nino,2011-04-19,32.94
North Atlantic,2011-04-19,-50.78
North Pacific,2011-04-19,-27.93
Pacific Ocean,2011-04-19,12.51
Persian Gulf,2011-04-19,-11.86
Sea Japan,2011-04-19,-53.81
South China,2011-04-19,-3.95
Southern Ocean,2011-04-19,49.13
Tropics,2011-04-19,20.19
World,2011-04-19,18.33
Yellow Sea,2011-04-19,-86.62
Bering Sea,2011-04-20,-15.44
North Sea,2011-04-20,-51.5
Sea Okhotsk,2011-04-20,-6.34
Baltic Sea,2011-04-23,108.06
Persian Gulf,2011-04-23,31.1
Andaman Sea,2011-04-24,6.91
Arabian Sea,2011-04-24,83.84
Atlantic Ocean,2011-04-24,16.31
Bay Bengal,2011-04-24,74.64
Bering Sea,2011-04-24,-20.42
Gulf Mexico,2011-04-24,-14.49
Indian Ocean,2011-04-24,43.26
Indonesian,2011-04-24,132.97
Mediterranean,2011-04-24,-59.91
Nino,2011-04-24,33.41
North Atlantic,2011-04-24,-50.28
North Pacific,2011-04-24,-33.42
North Sea,2011-04-24,-34.64
Pacific Ocean,2011-04-24,9.98
Sea Japan,2011-04-24,-66.5
Sea Okhotsk,2011-04-24,-2.81
South China,2011-04-24,-9.39
Southern Ocean,2011-04-24,50.22
Tropics,2011-04-24,20.55
World,2011-04-24,18.63
Adriatic Sea,2011-04-25,-12.09
Caribbean Sea,2011-04-25,-1.69
Adriatic Sea,2011-04-29,13.19
Andaman Sea,2011-04-29,1.85
Arabian Sea,2011-04-29,99.34
Atlantic Ocean,2011-04-29,21.9
Baltic Sea,2011-04-29,-14.66
Bay Bengal,2011-04-29,58.1
Bering Sea,2011-04-29,-25.84
Caribbean Sea,2011-04-29,-5.73
Gulf Mexico,2011-04-29,-37.12
Indian Ocean,2011-04-29,43.75
Indonesian,2011-04-29,131.57
Mediterranean,2011-04-29,-27.42
Nino,2011-04-29,31.04
North Atlantic,2011-04-29,-43.58
North Pacific,2011-04-29,-34.73
Pacific Ocean,2011-04-29,3.41
Persian Gulf,2011-04-29,53.14
Sea Japan,2011-04-29,-67.61
South China,2011-04-29,-3.85
Southern Ocean,2011-04-29,44.43
Tropics,2011-04-29,19.89
World,2011-04-29,16.83
Yellow Sea,2011-04-29,-96.92
North Sea,2011-04-30,-35.0
Sea Okhotsk,2011-04-30,-1.74
Baltic Sea,2011-05-03,-62.84
Andaman Sea,2011-05-04,37.51
Arabian Sea,2011-05-04,85.74
Atlantic Ocean,2011-05-04,19.11
Bay Bengal,2011-05-04,61.74
Bering Sea,2011-05-04,-19.82
Gulf Mexico,2011-05-04,-20.19
Indian Ocean,2011-05-04,30.16
Indonesian,2011-05-04,121.67
Mediterranean,2011-05-04,-5.41
Nino,2011-05-04,25.11
North Atlantic,2011-05-04,-49.88
North Pacific,2011-05-04,-23.92
North Sea,2011-05-04,-34.24
Pacific Ocean,2011-05-04,7.68
Persian Gulf,2011-05-04,21.1
Sea Japan,2011-05-04,-66.6
Sea Okhotsk,2011-05-04,-19.21
South China,2011-05-04,-22.99
Southern Ocean,2011-05-04,38.52
Tropics,2011-05-04,19.45
World,2011-05-04,15.63
Adriatic Sea,2011-05-05,29.31
Caribbean Sea,2011-05-05,2.71
Yellow Sea,2011-05-05,-86.82
Persian Gulf,2011-05-07,41.24
South China,2011-05-08,-16.95
Adriatic Sea,2011-05-09,37.59
Andaman Sea,2011-05-09,89.05
Arabian Sea,2011-05-09,89.04
Atlantic Ocean,2011-05-09,20.2
Bay Bengal,2011-05-09,42.8
Bering Sea,2011-05-09,-21.24
Caribbean Sea,2011-05-09,-9.23
Gulf Mexico,2011-05-09,-37.32
Indian Ocean,2011-05-09,33.75
Indonesian,2011-05-09,108.47
Mediterranean,2011-05-09,20.18
Nino,2011-05-09,29.34
North Atlantic,2011-05-09,-46.18
North Pacific,2011-05-09,-25.93
North Sea,2011-05-09,-2.5
Pacific Ocean,2011-05-09,7.61
Sea Japan,2011-05-09,-46.31
Sea Okhotsk,2011-05-09,-1.94
Southern Ocean,2011-05-09,36.93
Tropics,2011-05-09,22.39
World,2011-05-09,16.83
Yellow Sea,2011-05-09,-57.12
Persian Gulf,2011-05-13,11.1
Andaman Sea,2011-05-14,98.81
Arabian Sea,2011-05-14,94.74
Atlantic Ocean,2011-05-14,20.01
Bay Bengal,2011-05-14,62.54
Bering Sea,2011-05-14,-17.42
Caribbean Sea,2011-05-14,1.51
Gulf Mexico,2011-05-14,-7.29
Indian Ocean,2011-05-14,32.96
Indonesian,2011-05-14,87.17
Mediterranean,2011-05-14,-34.61
Nino,2011-05-14,32.51
North Atlantic,2011-05-14,-43.28
North Pacific,2011-05-14,-20.42
North Sea,2011-05-14,-0.94
Pacific Ocean,2011-05-14,12.58
Sea Japan,2011-05-14,-38.4
Sea Okhotsk,2011-05-14,-19.21
South China,2011-05-14,-10.29
Southern Ocean,2011-05-14,37.42
Tropics,2011-05-14,25.75
World,2011-05-14,19.03
Yellow Sea,2011-05-14,-39.62
Adriatic Sea,2011-05-15,-55.89
Adriatic Sea,2011-05-18,-28.61
Sea Japan,2011-05-18,-37.91
South China,2011-05-18,-11.75
Andaman Sea,2011-05-19,71.35
Arabian Sea,2011-05-19,108.34
Atlantic Ocean,2011-05-19,8.5
Baltic Sea,2011-05-19,-73.26
Bay Bengal,2011-05-19,59.6
Bering Sea,2011-05-19,-11.04
Caribbean Sea,2011-05-19,-4.53
Gulf Mexico,2011-05-19,-2.92
Indian Ocean,2011-05-19,31.85
Indonesian,2011-05-19,87.17
Mediterranean,2011-05-19,-53.22
Nino,2011-05-19,29.54
North Atlantic,2011-05-19,-40.18
North Pacific,2011-05-19,-16.83
North Sea,2011-05-19,12.1
Pacific Ocean,2011-05-19,14.01
Persian Gulf,2011-05-19,-38.16
Sea Okhotsk,2011-05-19,-36.84
Southern Ocean,2011-05-19,30.93
Tropics,2011-05-19,23.79
World,2011-05-19,16.23
Yellow Sea,2011-05-19,-45.52
Baltic Sea,2011-05-23,-26.84
North Sea,2011-05-23,3.46
Persian Gulf,2011-05-23,33.2
Andaman Sea,2011-05-24,67.61
Arabian Sea,2011-05-24,113.24
Atlantic Ocean,2011-05-24,5.41
Bay Bengal,2011-05-24,83.84
Bering Sea,2011-05-24,13.08
Caribbean Sea,2011-05-24,-7.79
Gulf Mexico,2011-05-24,-5.19
Indian Ocean,2011-05-24,34.86
Indonesian,2011-05-24,72.97
Mediterranean,2011-05-24,-45.31
Nino,2011-05-24,29.41
North Atlantic,2011-05-24,-35.08
North Pacific,2011-05-24,0.68
Pacific Ocean,2011-05-24,19.58
Sea Japan,2011-05-24,-40.6
Sea Okhotsk,2011-05-24,-9.11
South China,2011-05-24,6.11
Southern Ocean,2011-05-24,31.92
Tropics,2011-05-24,25.75
World,2011-05-24,19.83
Yellow Sea,2011-05-24,-4.52
Adriatic Sea,2011-05-25,-23.09
South China,2011-05-28,21.75
Adriatic Sea,2011-05-29,-8.51
Andaman Sea,2011-05-29,45.45
Arabian Sea,2011-05-29,110.74
Atlantic Ocean,2011-05-29,5.1
Baltic Sea,2011-05-29,44.44
Bay Bengal,2011-05-29,95.3
Bering Sea,2011-05-29,14.76
Caribbean Sea,2011-05-29,-13.53
Gulf Mexico,2011-05-29,-22.02
Indian Ocean,2011-05-29,47.55
Indonesian,2011-05-29,67.47
Mediterranean,2011-05-29,-27.72
Nino,2011-05-29,28.64
North Atlantic,2011-05-29,-37.78
North Pacific,2011-05-29,-3.83
North Sea,2011-05-29,-1.6
Pacific Ocean,2011-05-29,14.21
Persian Gulf,2011-05-29,72.34
Sea Japan,2011-05-29,-20.91
Sea Okhotsk,2011-05-29,-9.14
Southern Ocean,2011-05-29,29.53
Tropics,2011-05-29,26.29
World,2011-05-29,19.33
Yellow Sea,2011-05-29,2.58
Baltic Sea,2011-06-02,83.56
Bay Bengal,2011-06-02,81.74
North Sea,2011-06-02,-4.04
Persian Gulf,2011-06-02,57.3
Sea Okhotsk,2011-06-02,8.59
Andaman Sea,2011-06-03,66.41
Arabian Sea,2011-06-03,96.14
Atlantic Ocean,2011-06-03,10.51
Bering Sea,2011-06-03,19.18
Caribbean Sea,2011-06-03,-1.99
Gulf Mexico,2011-06-03,-10.49
Indian Ocean,2011-06-03,44.16
Indonesian,2011-06-03,53.87
Mediterranean,2011-06-03,-3.51
Nino,2011-06-03,26.01
North Atlantic,2011-06-03,-27.08
North Pacific,2011-06-03,1.18
Pacific Ocean,2011-06-03,14.38
Sea Japan,2011-06-03,-23.7
South China,2011-06-03,2.61
Southern Ocean,2011-06-03,24.52
Tropics,2011-06-03,27.35
World,2011-06-03,19.93
Yellow Sea,2011-06-03,-16.32
Adriatic Sea,2011-06-06,10.41
Adriatic Sea,2011-06-07,31.69
Andaman Sea,2011-06-07,50.35
Bay Bengal,2011-06-07,89.7
Indonesian,2011-06-07,55.37
Sea Japan,2011-06-07,-18.31
South China,2011-06-07,-11.25
Arabian Sea,2011-06-08,101.04
Atlantic Ocean,2011-06-08,17.7
Baltic Sea,2011-06-08,27.14
Bering Sea,2011-06-08,7.46
Caribbean Sea,2011-06-08,8.67
Gulf Mexico,2011-06-08,-11.02
Indian Ocean,2011-06-08,47.85
Mediterranean,2011-06-08,5.98
Nino,2011-06-08,24.54
North Atlantic,2011-06-08,-20.18
North Pacific,2011-06-08,0.87
North Sea,2011-06-08,-16.1
Pacific Ocean,2011-06-08,10.21
Sea Okhotsk,2011-06-08,25.06
Southern Ocean,2011-06-08,26.03
Tropics,2011-06-08,25.79
World,2011-06-08,20.03
Yellow Sea,2011-06-08,-38.32
Persian Gulf,2011-06-09,48.84
Baltic Sea,2011-06-12,-21.74
Bay Bengal,2011-06-12,58.64
Mediterranean,2011-06-12,24.39
North Sea,2011-06-12,-25.54
Persian Gulf,2011-06-12,18.5
Andaman Sea,2011-06-13,70.01
Arabian Sea,2011-06-13,77.74
Atlantic Ocean,2011-06-13,22.31
Bering Sea,2011-06-13,10.58
Caribbean Sea,2011-06-13,16.91
Gulf Mexico,2011-06-13,18.91
Indian Ocean,2011-06-13,34.06
Indonesian,2011-06-13,23.77
Nino,2011-06-13,20.71
North Atlantic,2011-06-13,-13.48
North Pacific,2011-06-13,10.48
Pacific Ocean,2011-06-13,15.48
Sea Japan,2011-06-13,-11.0
Sea Okhotsk,2011-06-13,23.69
South China,2011-06-13,-22.59
Southern Ocean,2011-06-13,26.42
Tropics,2011-06-13,24.85
World,2011-06-13,20.73
Yellow Sea,2011-06-13,-20.32
Adriatic Sea,2011-06-14,51.01
Adriatic Sea,2011-06-17,52.79
Andaman Sea,2011-06-17,88.95
Arabian Sea,2011-06-17,66.54
Indonesian,2011-06-17,13.97
Mediterranean,2011-06-17,30.88
Sea Japan,2011-06-17,0.69
South China,2011-06-17,-39.15
Atlantic Ocean,2011-06-18,25.1
Baltic Sea,2011-06-18,3.54
Bay Bengal,2011-06-18,74.9
Bering Sea,2011-06-18,1.16
Caribbean Sea,2011-06-18,25.47
Gulf Mexico,2011-06-18,26.48
Indian Ocean,2011-06-18,26.55
Nino,2011-06-18,19.44
North Atlantic,2011-06-18,-10.98
North Pacific,2011-06-18,10.47
North Sea,2011-06-18,1.0
Pacific Ocean,2011-06-18,18.31
Persian Gulf,2011-06-18,0.64
Sea Okhotsk,2011-06-18,-7.54
Southern Ocean,2011-06-18,22.53
Tropics,2011-06-18,26.49
World,2011-06-18,21.03
Yellow Sea,2011-06-18,-14.82
Andaman Sea,2011-06-22,36.21
Baltic Sea,2011-06-22,52.46
Bay Bengal,2011-06-22,49.34
Mediterranean,2011-06-22,8.49
North Sea,2011-06-22,20.66
Persian Gulf,2011-06-22,6.5
Sea Japan,2011-06-22,-2.5
Sea Okhotsk,2011-06-22,2.49
Arabian Sea,2011-06-23,56.64
Atlantic Ocean,2011-06-23,35.41
Bering Sea,2011-06-23,14.08
Caribbean Sea,2011-06-23,38.91
Gulf Mexico,2011-06-23,43.41
Indian Ocean,2011-06-23,21.96
Indonesian,2011-06-23,-6.83
Nino,2011-06-23,18.81
North Atlantic,2011-06-23,2.32
North Pacific,2011-06-23,17.38
Pacific Ocean,2011-06-23,19.68
South China,2011-06-23,-19.69
Southern Ocean,2011-06-23,24.42
Tropics,2011-06-23,27.35
World,2011-06-23,23.43
Yellow Sea,2011-06-23,0.78
Adriatic Sea,2011-06-24,0.11
Andaman Sea,2011-06-27,30.75
Arabian Sea,2011-06-27,47.94
Bay Bengal,2011-06-27,38.4
Gulf Mexico,2011-06-27,45.18
Indonesian,2011-06-27,4.57
Mediterranean,2011-06-27,0.48
Sea Japan,2011-06-27,-0.01
South China,2011-06-27,-14.35
Adriatic Sea,2011-06-28,-8.51
Atlantic Ocean,2011-06-28,38.8
Baltic Sea,2011-06-28,131.34
Bering Sea,2011-06-28,-0.94
Caribbean Sea,2011-06-28,48.67
Indian Ocean,2011-06-28,25.25
Nino,2011-06-28,16.24
North Atlantic,2011-06-28,2.12
North Pacific,2011-06-28,11.77
North Sea,2011-06-28,18.7
Pacific Ocean,2011-06-28,12.81
Persian Gulf,2011-06-28,-17.96
Sea Okhotsk,2011-06-28,-2.04
Southern Ocean,2011-06-28,26.53
Tropics,2011-06-28,23.39
World,2011-06-28,21.23
Yellow Sea,2011-06-28,-7.82
Andaman Sea,2011-07-02,59.81
Baltic Sea,2011-07-02,138.96
Bay Bengal,2011-07-02,32.94
Bering Sea,2011-07-02,17.08
Indian Ocean,2011-07-02,28.76
Indonesian,2011-07-02,-25.63
Mediterranean,2011-07-02,7.59
North Pacific,2011-07-02,22.28
North Sea,2011-07-02,14.36
Pacific Ocean,2011-07-02,17.08
Persian Gulf,2011-07-02,-32.3
Sea Japan,2011-07-02,4.7
Sea Okhotsk,2011-07-02,8.19
Southern Ocean,2011-07-02,28.42
Adriatic Sea,2011-07-03,26.91
Arabian Sea,2011-07-03,42.84
Atlantic Ocean,2011-07-03,31.31
Caribbean Sea,2011-07-03,17.01
Gulf Mexico,2011-07-03,36.91
Nino,2011-07-03,15.61
North Atlantic,2011-07-03,3.42
South China,2011-07-03,-6.89
Tropics,2011-07-03,22.15
World,2011-07-03,22.13
Yellow Sea,2011-07-03,21.48
Adriatic Sea,2011-07-07,14.99
Andaman Sea,2011-07-07,78.45
Arabian Sea,2011-07-07,31.14
Baltic Sea,2011-07-07,65.14
Bay Bengal,2011-07-07,18.4
Bering Sea,2011-07-07,15.46
Gulf Mexico,2011-07-07,32.08
Indian Ocean,2011-07-07,35.95
Indonesian,2011-07-07,-13.03
Mediterranean,2011-07-07,21.58
Nino,2011-07-07,11.14
Persian Gulf,2011-07-07,41.34
Sea Japan,2011-07-07,8.79
Sea Okhotsk,2011-07-07,-0.64
South China,2011-07-07,-15.15
Yellow Sea,2011-07-07,6.98
Atlantic Ocean,2011-07-08,20.9
Caribbean Sea,2011-07-08,7.27
North Atlantic,2011-07-08,-6.28
North Pacific,2011-07-08,19.97
North Sea,2011-07-08,-48.5
Pacific Ocean,2011-07-08,17.51
Southern Ocean,2011-07-08,31.53
